DrugBank ID,Indication Type,Indication,Combined Product Details
DB00864,Adjunct therapy in prophylaxis of,Kidney transplant rejection,
DB00864,Adjunct therapy in prophylaxis of,Kidney transplant rejection,
DB00865,Management of,Obesity,
DB00867,Treatment of,Foetal distress syndrome,
DB00867,Prevention of,Premature births,
DB00867,Prevention of,Premature births,
DB00867,Treatment of,Premature labour,
DB00867,Prevention of,Uterine contractions,
DB00868,Symptomatic treatment of,Cough,
DB00869,Prophylaxis of,Elevated intraocular pressure,
DB00869,Used in combination to manage,Elevated intraocular pressure,Combination Product in combination with:Timolol (DB00373)
DB00869,Used in combination to manage,Elevated intraocular pressure,Combination Product in combination with:Timolol (DB00373)
DB00869,Management of,Elevated intraocular pressure,
DB00869,Management of,Elevated intraocular pressure,
DB00870,Reversal of,Intraoperative miosis,
DB00871,Used in combination to treat,Asthma,Combination Product in combination with:Guaifenesin (DB00874)
DB00871,Treatment of,Bronchospasm,
DB00871,Prevention of,Bronchospasm,
DB00871,Used in combination for symptomatic treatment of,Bronchospasm,Combination Product in combination with:Guaifenesin (DB00874)
DB00871,Used in combination to treat,Bronchospasm,Combination Product in combination with:Guaifenesin (DB00874)
DB00872,Treatment of,Euvolemic hyponatremia,
DB00872,Treatment of,Hypervolemic hyponatremia,
DB14596,Symptomatic treatment of,Dry eye syndrome (des),
DB14596,Treatment of,Eye pain,
DB14596,Treatment of,Eye inflammation,
DB00874,Used in combination to treat,Allergic reactions,Combination Product in combination with:Chlorpheniramine (DB01114)
DB00874,Used in combination to manage,Asthma,Combination Product in combination with:Theophylline (DB00277)
DB00874,Used in combination to treat,"Asthma, allergic",Combination Product in combination with:Chlorpheniramine (DB01114)
DB00874,Used in combination for symptomatic treatment of,Bronchial asthma,Combination Product in combination with:Ephedrine (DB01364)
DB00874,Used in combination to manage,Bronchitis,Combination Product in combination with:Theophylline (DB00277)
DB00875,Management of,Chronic schizophrenia,
DB00875,Management of,Depression,
DB00875,Used in combination to manage,Depression,Combination Product in combination with:Melitracen (DB13384)
DB00875,Used in combination to manage,Depression,Combination Product in combination with:Melitracen (DB13384)
DB00875,Used in combination to manage,Dysphoria,Combination Product in combination with:Melitracen (DB13384)
DB00876,Management of,Congestive heart failure,
DB00876,Management of,Diabetic nephropathy,
DB00876,Used in combination to manage,Hypertension,Combination Product in combination with:Hydrochlorothiazide (DB00999)
DB00876,Adjunct therapy in management of,Hypertension,
DB00876,Management of,Hypertension,
DB00877,Treatment of,Chordoma,
DB00877,Management of,Facial angiofibromas,
DB00877,Prevention of,Graft-versus-host disease,
DB00877,Treatment of,Graft-versus-host disease,
DB00877,Prevention of,Heart transplant rejection,
DB00878,Used in combination to treat,Catarrh of the throat,Combination Product in combination with:Lidocaine (DB00281)
DB00878,Used in combination to manage,Chemotherapy induced mucositis,Combination Product in combination with:Benzydamine (DB09084)
DB00878,Used in combination to prevent,Chemotherapy induced mucositis,Combination Product in combination with:Flurbiprofen (DB00712)
DB00878,Used in combination to manage,Chronic wounds,Combination Product in combination with:Dexpanthenol (DB09357)
DB00878,Used in combination to manage,Decubitus ulcer,Combination Product in combination with:Dexpanthenol (DB09357)
DB00879,Prophylaxis of,Hiv infection,
DB00879,Management of,Hiv-1 infection,
DB00879,Treatment of,Hiv-1-infection,
DB00879,Used in combination for prophylaxis of,Human immunodeficiency virus type 1 (hiv-1) infection,Combination Product in combination with:Tenofovir alafenamide (DB09299)
DB00879,Used as adjunct in combination to treat,Human immunodeficiency virus type 1 (hiv-1) infection,Combination Product in combination with:Tenofovir alafenamide (DB09299)
DB00880,Adjunct therapy in treatment of,Edema,
DB00880,Management of,Hypertension,
DB00881,Adjunct therapy in management of,Congestive heart failure,
DB00881,Management of,Diabetic nephropathy,
DB00881,Used in combination to manage,Hypertension,Combination Product in combination with:Hydrochlorothiazide (DB00999)
DB00881,Management of,Hypertension,
DB00881,Management of,Hypertension,
DB00882,Treatment of,Ovulatory dysfunction,
DB00883,Prevention of,Angina pectoris,
DB00883,Prevention of,Angina pectoris,
DB00883,Used as adjunct in combination to manage,Heart failure,Combination Product in combination with:Hydralazine (DB01275)
DB00884,Management of,Hypercalcemia of malignancy,
DB00884,Used in combination to prevent,Osteoporosis,"Regimen in combination with:Calcium (DB01373),Cholecalciferol (DB00169)"
DB00884,Used in combination to manage,Osteoporosis,"Regimen in combination with:Calcium (DB01373),Cholecalciferol (DB00169)"
DB00884,Treatment of,Osteoporosis,
DB00884,Treatment of,Osteoporosis,
DB00885,Treatment of,Conjunctivitis allergic,
DB00885,Treatment of,Seasonal allergic conjunctivitis,
DB00887,Management of,Edema,
DB00887,Management of,Edema,
DB00887,Management of,Edema,
DB00888,Symptomatic treatment of,Bronchogenic carcinoma,
DB00888,Symptomatic treatment of,Chronic lymphocytic leukemia,
DB00888,Symptomatic treatment of,Hodgkin's disease,
DB00888,Symptomatic treatment of,Lymphosarcoma,
DB00888,Symptomatic treatment of,Mycosis fungoides,
DB00889,Prevention of,Nausea and vomiting,
DB00889,Treatment of,Nausea and vomiting,
DB00889,Prevention of,Nausea and vomiting,
DB00889,Prevention of,Nausea and vomiting,
DB00893,Treatment of,Iron deficiency,
DB00895,Diagnostic agent,Penicillin allergy,
DB00895,Diagnostic agent,Beta-lactam antibiotic allergy,
DB00896,Treatment of,Anterior uveitis,
DB00896,Treatment of,Eye inflammation,
DB00897,Treatment of,Insomnia,
DB00898,Prophylaxis of,Bacterial infection,
DB00898,Management of,Hypertrophic obstructive cardiomyopathy,
DB00898,Used in combination for symptomatic treatment of,Skin irritation,Combination Product in combination with:Levomenthol (DB00825)
DB00898,Used in combination for prophylaxis of,Skin bacterial infection,Combination Product in combination with:Levomenthol (DB00825)
DB00898,Used in combination for prophylaxis of,Skin bacterial infection,Combination Product in combination with:Levomenthol (DB00825)
DB00900,Used in combination to treat,Hiv-1 infection,
DB00903,Management of,Ascites,
DB00903,Management of,Congenital heart disease,
DB00903,Treatment of,Edema,
DB00903,Treatment of,Edema,
DB00903,Treatment of,Edema,
DB00904,Prophylaxis of,Chemotherapy-induced nausea and vomiting,
DB00904,Prophylaxis of,Chemotherapy-induced nausea and vomiting,
DB00904,Treatment of,Cholestatic pruritus,
DB00904,Prophylaxis of,Post-operative nausea and vomiting,
DB00904,Treatment of,Uremic pruritus,
DB00905,Treatment of,Hypotrichosis of the eyelashes,
DB00905,Treatment of,Increased intra ocular pressure (iop),
DB00905,Treatment of,Increased intra ocular pressure (iop),
DB00905,Treatment of,Increased intraocular pressure,
DB00906,Adjunct therapy in treatment of,Partial seizures,
DB00908,Treatment of,Malaria caused by plasmodium falciparum,
DB00908,Used in combination to treat,Pseudobulbar affect,Combination Product in combination with:Dextromethorphan (DB00514)
DB00908,Management of,Ventricular arrhythmias,
DB00908,Management of,Atrial flutter/fibrillation,
DB00908,Prophylaxis of,Atrial flutter/fibrillation,
DB00909,Adjunct therapy in treatment of,Partial-onset seizures,
DB00909,Adjunct therapy in treatment of,Partial-onset seizures,
DB00910,Prophylaxis of,Secondary hyperparathyroidism,
DB00910,Treatment of,Secondary hyperparathyroidism,
DB00910,Prophylaxis of,Secondary hyperparathyroidism,
DB00910,Prophylaxis of,Secondary hyperparathyroidism,
DB00910,Treatment of,Secondary hyperparathyroidism,
DB00911,Treatment of,Amebiasis,
DB00911,Treatment of,Bacterial vaginosis,
DB00911,Used in combination to treat,Bacterial vaginosis (bv),Combination Product in combination with:Tioconazole (DB01007)
DB00911,Used in combination to treat,Candidal vulvovaginitis,Combination Product in combination with:Tioconazole (DB01007)
DB00911,Treatment of,Giardiasis,
DB00912,Used as adjunct in combination to manage,Type 2 diabetes mellitus,Combination Product in combination with:Metformin (DB00331)
DB00912,Management of,Type 2 diabetes mellitus,
DB00915,Management of,Drug-induced extrapyramidal side effects,
DB00915,Treatment of,Drug-induced extrapyramidal side effects,
DB00915,Adjunct therapy in management of,Dyskinesia,
DB00915,Adjunct therapy in management of,Dyskinesia,
DB00915,Prophylaxis of,Influenza a virus infection,
DB00916,Treatment of,Amebiasis,
DB00916,Treatment of,Anaerobic bacterial infection,
DB00916,Treatment of,Anaerobic bacterial infection,
DB00916,Treatment of,Bacterial endocarditis,
DB00916,Treatment of,Bacterial septicemia,
DB00917,Treatment of,Gestational trophoblastic disease,
DB00918,Management of,Migraine,
DB00920,Symptomatic treatment of,Allergic rhinitis (ar),
DB00920,Adjunct therapy in management of,Atopic asthma,
DB00920,Symptomatic treatment of,Eye pruritus,
DB00920,Prevention of,Seasonal allergic conjunctivitis,
DB00920,Treatment of,Seasonal allergic conjunctivitis,
DB00921,Used as adjunct in combination to treat,Opioid dependence,Combination Product in combination with:Naloxone (DB01183)
DB00921,Management of,Severe pain,
DB00921,Adjunct therapy in treatment of,Moderate opioid dependence,
DB00921,Management of,Moderate pain,
DB00921,Adjunct therapy in treatment of,Severe opioid dependence,
DB00922,Treatment of,Acute decompensated heart failure,
DB00922,Treatment of,Acute decompensation of chronic heart failure,
DB00922,Used in combination for therapy,Acute heart failure (ahf),"Combination Product in combination with:Ethanol (DB00898),Propylene glycol (DB01839),Phosphoric acid (DB09394)"
DB00922,Used in combination to manage,Acute heart failure (ahf),"Combination Product in combination with:Phosphoric acid (DB09394),Ethanol (DB00898),Propylene glycol (DB01839)"
DB00922,Used in combination to manage,Acute heart failure (ahf),"Combination Product in combination with:Propylene glycol (DB01839),Ethanol (DB00898),Phosphoric acid (DB09394)"
DB00924,Adjunct therapy in treatment of,Muscle spasm,
DB00924,Used in combination to treat,Muscle spasms,Combination Product in combination with:Clonixin (DB09218)
DB00925,Management of,Micturition disorder,
DB00925,Symptomatic treatment of,Pheochromocytoma,
DB00925,Management of,Urinary retention,
DB00927,Used in combination to manage,Chronic back pain,Combination Product in combination with:Etodolac (DB00749)
DB00927,Prophylaxis of,Duodenal ulcer,
DB00927,Management of,Erosive esophagitis (ee),
DB00927,Used in combination for symptomatic treatment of,Extra-articular rheumatism,Combination Product in combination with:Etodolac (DB00749)
DB00927,Symptomatic treatment of,Gastritis,
DB00928,Treatment of,Acute myeloid leukemia,
DB00928,Treatment of,Acute myeloid leukemia (aml),
DB00928,Treatment of,Acute myeloid leukemia (aml),
DB00928,Treatment of,Chronic myelomonocytic leukemia,
DB00928,Treatment of,Refractory anemia,
DB00929,Prophylaxis of,Gastric ulcer,
DB00929,Treatment of,Incomplete abortion,
DB00929,Treatment of,Missed abortion,
DB00929,Treatment of,Postpartum hemorrhage,
DB00929,Prophylaxis of,Postpartum hemorrhage,
DB00930,Adjunct therapy in management of,Heterozygous familial hypercholesterolemia (hefh),
DB00930,Used in combination to treat,Hyperlipidemia,
DB00930,Adjunct therapy in management of,Type 2 diabetes mellitus,
DB00930,Adjunct therapy in management of,Primary hyperlipidemia,
DB00932,Used in combination to treat,Hiv-1 infection,Regimen in combination with:Ritonavir (DB00503)
DB00934,Treatment of,Anxiety,
DB00934,Treatment of,Depressive illness,
DB00934,Treatment of,Dysthymic disorder,
DB00934,Treatment of,Major depressive disorder,
DB00934,Treatment of,Manic depressive illness,
DB00935,Treatment of,Acquired blepharoptosis,
DB00935,Treatment of,Allergic rhinitis (ar),
DB00935,Symptomatic treatment of,Nasal congestion,
DB00935,Symptomatic treatment of,Nasal congestion,
DB00935,Prophylaxis of,Postoperative hemorrhages,
DB00936,Used in combination to treat,Acne,"Combination Product in combination with:Benzoic acid (DB03793),Octasulfur (DB09353)"
DB00936,Treatment of,Acne,
DB00936,Used in combination to treat,Actinic keratosis,Combination Product in combination with:Fluorouracil (DB00544)
DB00936,Used in combination to treat,Alopecia areata (aa),Combination Product in combination with:Flumethasone (DB00663)
DB00936,Used in combination to treat,Atopic dermatitis (ad),Combination Product in combination with:Flumethasone (DB00663)
DB00937,Management of,Exogenous obesity,
DB00938,Used in combination to treat,Asthma,Combination Product in combination with:Fluticasone propionate (DB00588)
DB00938,Management of,Asthma,
DB00938,Management of,Chronic obstructive pulmonary disease,
DB00938,Used in combination to manage,Chronic obstructive pulmonary disease,Combination Product in combination with:Fluticasone propionate (DB00588)
DB00938,Prophylaxis of,Exercise-induced bronchospasm,
DB00939,Symptomatic treatment of,Acute gouty arthritis,
DB00939,Symptomatic treatment of,Ankylosing spondylitis,
DB00939,Treatment of,Fever,
DB00939,Symptomatic treatment of,Juvenile arthritis,
DB00939,Treatment of,Menorrhagia,
DB00945,Treatment of,Acute coronary syndrome (acs),
DB00945,Used in combination to manage,Anxiety,Combination Product in combination with:Meprobamate (DB00371)
DB00945,Symptomatic treatment of,Arthritis,
DB00945,Prevention of,Atherothrombotic cerebral infarction,
DB00945,Prevention of,Cardiovascular disease,
DB00946,Prevention of,Embolism venous,
DB00946,Treatment of,Embolism venous,
DB00946,Treatment of,Myocardial infarction,
DB00946,Prevention of,Thrombotic events,
DB00946,Treatment of,Thrombotic events,
DB00947,Treatment of,Advanced breast cancer,
DB00947,Treatment of,Advanced breast cancer,
DB00947,Used in combination to treat,Advanced or metastatic breast cancer,Regimen in combination with:Alpelisib (DB12015)
