DrugBank ID,Water Solubility,logP,logS,pKa (Strongest Acidic),pKa (Strongest Basic),Physiological Charge,Hydrogen Acceptor Count,Hydrogen Donor Count,Polar Surface Area,Rotatable Bond Count,Refractivity,Polarizability,Number of Rings,Bioavailability,Rule of Five,Ghose Filter,Veber's Rule,MDDR-like Rule,Human Intestinal Absorption_Value,Human Intestinal Absorption_Probability,Blood Brain Barrier_Value,Blood Brain Barrier_Probability,Caco-2 permeable_Value,Caco-2 permeable_Probability,P-glycoprotein substrate_Value,P-glycoprotein substrate_Probability,P-glycoprotein inhibitor I_Value,P-glycoprotein inhibitor I_Probability,P-glycoprotein inhibitor II_Value,P-glycoprotein inhibitor II_Probability,Renal organic cation transporter_Value,Renal organic cation transporter_Probability,CYP450 2C9 substrate_Value,CYP450 2C9 substrate_Probability,CYP450 2D6 substrate_Value,CYP450 2D6 substrate_Probability,CYP450 3A4 substrate_Value,CYP450 3A4 substrate_Probability,CYP450 1A2 substrate_Value,CYP450 1A2 substrate_Probability,CYP450 2C9 inhibitor_Value,CYP450 2C9 inhibitor_Probability,CYP450 2D6 inhibitor_Value,CYP450 2D6 inhibitor_Probability,CYP450 2C19 inhibitor_Value,CYP450 2C19 inhibitor_Probability,CYP450 3A4 inhibitor_Value,CYP450 3A4 inhibitor_Probability,CYP450 inhibitory promiscuity_Value,CYP450 inhibitory promiscuity_Probability,Ames test_Value,Ames test_Probability,Carcinogenicity_Value,Carcinogenicity_Probability,Biodegradation_Value,Biodegradation_Probability,Rat acute toxicity_Value,Rat acute toxicity_Probability,hERG inhibition (predictor I)_Value,hERG inhibition (predictor I)_Probability,hERG inhibition (predictor II)_Value,hERG inhibition (predictor II)_Probability
DB08683,0.0622 mg/mL,3.76,-3.8,8.03,-4.4,0,3,1,65.26 Å2,0,110.25 m3·mol-1,41.46 Å3,8,1,Yes,Yes,No,No,+,0.9971,+,0.9856,+,0.5296,Non-substrate,0.6771,Non-inhibitor,0.8579,Non-inhibitor,0.9764,Non-inhibitor,0.6648,Non-substrate,0.8261,Non-substrate,0.749,Substrate,0.5138,Non-inhibitor,0.5497,Non-inhibitor,0.7006,Non-inhibitor,0.8158,Non-inhibitor,0.7155,Non-inhibitor,0.6579,Low CYP Inhibitory Promiscuity,0.7484,Non AMES toxic,0.7072,Non-carcinogens,0.8963,Not ready biodegradable,0.9961,"2.1565 LD50, mol/kg",Not applicable,Weak inhibitor,0.9806,Non-inhibitor,0.9574
DB12787,0.0174 mg/mL,3.87,-4.2,19.28,-0.27,0,2,1,37.3 Å2,1,89.12 m3·mol-1,36.28 Å3,4,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01364,8.26 mg/mL,1.32,-1.3,13.89,9.52,1,2,2,32.26 Å2,3,49.69 m3·mol-1,18.8 Å3,1,1,Yes,Yes,Yes,No,+,0.9645,+,0.5638,+,0.8866,Non-substrate,0.7182,Non-inhibitor,0.9795,Non-inhibitor,0.984,Non-inhibitor,0.8965,Non-substrate,0.8001,Non-substrate,0.7839,Non-substrate,0.7235,Non-inhibitor,0.5595,Non-inhibitor,0.7209,Inhibitor,0.5846,Non-inhibitor,0.5737,Non-inhibitor,0.9431,Low CYP Inhibitory Promiscuity,0.907,Non AMES toxic,0.9517,Non-carcinogens,0.7739,Not ready biodegradable,0.7807,"2.3882 LD50, mol/kg",Not applicable,Weak inhibitor,0.9329,Non-inhibitor,0.9277
DB01365,0.457 mg/mL,2.52,-2.6,,10.3,1,1,1,12.03 Å2,3,53.12 m3·mol-1,19.79 Å3,1,1,Yes,Yes,Yes,No,+,0.9925,+,0.9664,+,0.7962,Non-substrate,0.5711,Non-inhibitor,0.8782,Non-inhibitor,0.9574,Non-inhibitor,0.775,Non-substrate,0.7797,Substrate,0.7109,Non-substrate,0.5507,Non-inhibitor,0.9046,Non-inhibitor,0.923,Inhibitor,0.8932,Non-inhibitor,0.9025,Non-inhibitor,0.8388,Low CYP Inhibitory Promiscuity,0.8682,Non AMES toxic,0.979,Non-carcinogens,0.8079,Not ready biodegradable,0.9633,"2.8952 LD50, mol/kg",Not applicable,Weak inhibitor,0.9804,Non-inhibitor,0.872
DB01366,,0.88,,8.52,9.88,1,4,4,81.59 Å2,5,84.58 m3·mol-1,31.25 Å3,2,1,Yes,Yes,No,No,+,0.9964,+,0.5966,-,0.6522,Substrate,0.7018,Non-inhibitor,0.8943,Non-inhibitor,0.9204,Non-inhibitor,0.9311,Non-substrate,0.8105,Non-substrate,0.6879,Substrate,0.5942,Non-inhibitor,0.538,Inhibitor,0.8949,Non-inhibitor,0.8986,Inhibitor,0.8774,Non-inhibitor,0.8309,Low CYP Inhibitory Promiscuity,0.6783,Non AMES toxic,0.8558,Non-carcinogens,0.9066,Not ready biodegradable,0.9889,"2.4772 LD50, mol/kg",Not applicable,Weak inhibitor,0.9921,Non-inhibitor,0.6841
DB08704,0.883 mg/mL,0.58,-2.6,11.81,-0.93,0,8,5,149.71 Å2,8,98.08 m3·mol-1,40.8 Å3,2,1,Yes,Yes,No,No,+,0.7726,-,0.8597,-,0.6675,Substrate,0.7657,Inhibitor,0.6647,Non-inhibitor,0.6517,Non-inhibitor,0.915,Non-substrate,0.6917,Non-substrate,0.8256,Substrate,0.5241,Non-inhibitor,0.8049,Non-inhibitor,0.7804,Non-inhibitor,0.8756,Non-inhibitor,0.6701,Non-inhibitor,0.7636,Low CYP Inhibitory Promiscuity,0.884,AMES toxic,0.5102,Non-carcinogens,0.8879,Not ready biodegradable,0.9389,"2.5229 LD50, mol/kg",Not applicable,Weak inhibitor,0.957,Non-inhibitor,0.7335
DB01380,0.0278 mg/mL,2.1,-4.2,12.6,-3.8,0,5,1,97.74 Å2,4,105.63 m3·mol-1,43.06 Å3,4,1,Yes,Yes,No,No,+,0.983,+,0.9851,-,0.6606,Substrate,0.7382,Inhibitor,0.7341,Inhibitor,0.5925,Non-inhibitor,0.7452,Non-substrate,0.8551,Non-substrate,0.9294,Substrate,0.7841,Non-inhibitor,0.9045,Non-inhibitor,0.9071,Non-inhibitor,0.9556,Non-inhibitor,0.9026,Non-inhibitor,0.8588,Low CYP Inhibitory Promiscuity,0.9246,Non AMES toxic,0.9409,Non-carcinogens,0.9551,Not ready biodegradable,0.9354,"2.1280 LD50, mol/kg",Not applicable,Weak inhibitor,0.9599,Non-inhibitor,0.6638
DB01406,0.0176 mg/mL,3.46,-4.3,17.59,0.25,0,2,1,46.26 Å2,0,98.54 m3·mol-1,38.44 Å3,5,1,Yes,Yes,No,No,+,1.0,+,0.9781,+,0.8866,Substrate,0.5938,Non-inhibitor,0.5194,Non-inhibitor,0.8893,Non-inhibitor,0.8178,Non-substrate,0.8487,Non-substrate,0.9116,Substrate,0.67,Inhibitor,0.9107,Non-inhibitor,0.7407,Non-inhibitor,0.8731,Inhibitor,0.5962,Inhibitor,0.796,High CYP Inhibitory Promiscuity,0.7692,Non AMES toxic,0.6885,Non-carcinogens,0.9083,Not ready biodegradable,0.9562,"1.3291 LD50, mol/kg",Not applicable,Weak inhibitor,0.6896,Non-inhibitor,0.8734
DB01407,0.112 mg/mL,2.33,-3.4,14.06,9.63,1,3,3,58.28 Å2,4,73.38 m3·mol-1,28.81 Å3,1,1,Yes,Yes,No,No,+,0.9484,+,0.8631,+,0.5375,Substrate,0.5588,Non-inhibitor,0.8863,Non-inhibitor,0.9627,Non-inhibitor,0.9052,Non-substrate,0.8142,Non-substrate,0.683,Non-substrate,0.5835,Non-inhibitor,0.9045,Non-inhibitor,0.907,Non-inhibitor,0.9231,Non-inhibitor,0.9025,Non-inhibitor,0.831,Low CYP Inhibitory Promiscuity,0.5428,Non AMES toxic,0.8858,Non-carcinogens,0.5199,Not ready biodegradable,1.0,"2.6024 LD50, mol/kg",Not applicable,Weak inhibitor,0.9704,Non-inhibitor,0.8546
DB01410,0.00157 mg/mL,5.32,-5.5,14.78,-2.9,0,6,1,99.13 Å2,6,146.28 m3·mol-1,60.18 Å3,6,0,No,No,No,Yes,+,0.9907,+,0.9439,-,0.6847,Substrate,0.7787,Inhibitor,0.8247,Inhibitor,0.9476,Non-inhibitor,0.7744,Non-substrate,0.8232,Non-substrate,0.915,Substrate,0.774,Non-inhibitor,0.9046,Non-inhibitor,0.7104,Non-inhibitor,0.9407,Non-inhibitor,0.9151,Non-inhibitor,0.6192,Low CYP Inhibitory Promiscuity,0.8478,Non AMES toxic,0.9032,Non-carcinogens,0.9367,Not ready biodegradable,0.9897,"3.5547 LD50, mol/kg",Not applicable,Weak inhibitor,0.9738,Non-inhibitor,0.595
DB12846,2.88 mg/mL,-1.2,-2.1,8.84,9.66,1,7,4,131.16 Å2,7,101.96 m3·mol-1,39.7 Å3,3,1,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03622,0.521 mg/mL,-1.7,-2.8,-0.54,5.72,0,6,3,102.23 Å2,4,87.16 m3·mol-1,33.87 Å3,3,1,Yes,No,No,No,+,0.6425,-,0.582,-,0.7371,Substrate,0.8264,Inhibitor,0.5124,Non-inhibitor,0.8033,Non-inhibitor,0.6879,Non-substrate,0.6255,Non-substrate,0.8072,Non-substrate,0.5719,Non-inhibitor,0.9335,Non-inhibitor,0.8488,Non-inhibitor,0.9192,Non-inhibitor,0.8316,Non-inhibitor,0.7842,Low CYP Inhibitory Promiscuity,0.9886,Non AMES toxic,0.6175,Non-carcinogens,0.7612,Not ready biodegradable,0.9923,"2.3921 LD50, mol/kg",Not applicable,Weak inhibitor,0.8837,Inhibitor,0.5398
DB01420,0.00502 mg/mL,4.51,-4.8,18.52,-4.8,0,2,0,43.37 Å2,3,98.21 m3·mol-1,40.45 Å3,4,1,Yes,Yes,No,No,+,1.0,+,0.974,+,0.6304,Substrate,0.6262,Inhibitor,0.8746,Inhibitor,0.7623,Non-inhibitor,0.776,Non-substrate,0.8672,Non-substrate,0.9159,Substrate,0.7429,Non-inhibitor,0.9445,Non-inhibitor,0.8459,Non-inhibitor,0.9301,Inhibitor,0.6089,Non-inhibitor,0.7576,Low CYP Inhibitory Promiscuity,0.5939,Non AMES toxic,0.9474,Non-carcinogens,0.9046,Not ready biodegradable,0.9777,"2.0463 LD50, mol/kg",Not applicable,Weak inhibitor,0.8475,Non-inhibitor,0.7643
DB12861,0.157 mg/mL,-1.3,-3.3,10.08,6.98,1,7,3,147.25 Å2,3,89.02 m3·mol-1,31.39 Å3,1,1,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01434,0.0454 mg/mL,3.63,-3.8,18.25,-4.7,0,2,0,34.14 Å2,0,79.13 m3·mol-1,31.56 Å3,4,1,Yes,Yes,Yes,No,+,1.0,+,0.9723,+,0.7785,Substrate,0.5551,Inhibitor,0.8097,Non-inhibitor,0.6972,Non-inhibitor,0.638,Non-substrate,0.827,Non-substrate,0.9064,Substrate,0.6816,Non-inhibitor,0.8259,Non-inhibitor,0.9269,Non-inhibitor,0.94,Non-inhibitor,0.7094,Non-inhibitor,0.8652,Low CYP Inhibitory Promiscuity,0.7931,Non AMES toxic,0.9189,Non-carcinogens,0.9403,Not ready biodegradable,0.9401,"1.6104 LD50, mol/kg",Not applicable,Weak inhibitor,0.7011,Non-inhibitor,0.7574
DB15954,1.72 mg/mL,0.93,-2.3,17.24,9.27,1,3,0,32.78 Å2,0,94.51 m3·mol-1,35.9 Å3,7,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01439,0.018 mg/mL,4.21,-4.3,,9.07,1,2,0,23.55 Å2,6,104.9 m3·mol-1,41.23 Å3,3,1,Yes,Yes,Yes,Yes,+,0.9896,+,0.9826,+,0.6364,Substrate,0.6543,Inhibitor,0.7429,Non-inhibitor,0.51,Inhibitor,0.5207,Non-substrate,0.7735,Non-substrate,0.7406,Substrate,0.6614,Non-inhibitor,0.7207,Non-inhibitor,0.6618,Non-inhibitor,0.7754,Inhibitor,0.6434,Non-inhibitor,0.6258,High CYP Inhibitory Promiscuity,0.572,Non AMES toxic,0.8565,Non-carcinogens,0.8682,Not ready biodegradable,0.9549,"2.8704 LD50, mol/kg",Not applicable,Weak inhibitor,0.9351,Inhibitor,0.6674
DB01443,0.0621 mg/mL,3.27,-3.6,16.25,-7.2,0,2,0,34.14 Å2,0,79.16 m3·mol-1,31.58 Å3,4,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01451,0.0051 mg/mL,3.97,-4.8,,-4.9,0,2,0,34.14 Å2,0,83.87 m3·mol-1,33.2 Å3,4,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01452,0.266 mg/mL,1.55,-3.1,,9.1,1,4,0,65.07 Å2,4,98.43 m3·mol-1,38.19 Å3,5,1,Yes,Yes,No,No,+,0.9932,+,0.9892,+,0.7924,Substrate,0.837,Inhibitor,0.8674,Non-inhibitor,0.6816,Non-inhibitor,0.5372,Non-substrate,0.8192,Substrate,0.6599,Substrate,0.7803,Non-inhibitor,0.7994,Non-inhibitor,0.8162,Non-inhibitor,0.6335,Non-inhibitor,0.8059,Non-inhibitor,0.8072,Low CYP Inhibitory Promiscuity,0.8335,Non AMES toxic,0.6935,Non-carcinogens,0.9341,Not ready biodegradable,0.9696,"2.8951 LD50, mol/kg",Not applicable,Weak inhibitor,0.9038,Non-inhibitor,0.9086
DB01453,0.114 mg/mL,2.9,-3.5,14.11,8.28,1,3,1,43.78 Å2,6,104.69 m3·mol-1,40.71 Å3,3,1,Yes,Yes,No,Yes,+,0.9828,+,0.868,+,0.5647,Substrate,0.6882,Inhibitor,0.8328,Non-inhibitor,0.5412,Non-inhibitor,0.5906,Non-substrate,0.719,Non-substrate,0.833,Substrate,0.5895,Non-inhibitor,0.8564,Non-inhibitor,0.8716,Non-inhibitor,0.7524,Non-inhibitor,0.7187,Non-inhibitor,0.8795,Low CYP Inhibitory Promiscuity,0.6221,Non AMES toxic,0.7188,Non-carcinogens,0.8591,Not ready biodegradable,0.5813,"2.9584 LD50, mol/kg",Not applicable,Weak inhibitor,0.8412,Inhibitor,0.653
DB15970,0.0395 mg/mL,1.78,-4,12.58,-3.3,0,5,2,91.67 Å2,2,102.13 m3·mol-1,40.51 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01455,0.0645 mg/mL,2.5,-3.6,18.23,-0.77,0,2,2,40.46 Å2,0,81.01 m3·mol-1,33.21 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01456,0.0366 mg/mL,3.57,-3.9,16.23,-7.2,0,2,0,34.14 Å2,0,83.63 m3·mol-1,33.23 Å3,4,1,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01458,0.101 mg/mL,2.48,-3.4,,9.69,1,3,1,44.48 Å2,7,74.29 m3·mol-1,29.58 Å3,1,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01463,0.00295 mg/mL,3.21,-4.9,,10.56,1,1,1,12.03 Å2,3,67.64 m3·mol-1,26.13 Å3,3,1,Yes,Yes,Yes,No,+,1.0,+,0.9756,+,0.6244,Non-substrate,0.648,Inhibitor,0.5239,Inhibitor,0.6499,Non-inhibitor,0.5876,Non-substrate,0.7441,Non-substrate,0.6052,Non-substrate,0.6348,Inhibitor,0.871,Non-inhibitor,0.6742,Inhibitor,0.7272,Inhibitor,0.645,Non-inhibitor,0.7812,High CYP Inhibitory Promiscuity,0.8237,Non AMES toxic,0.7967,Non-carcinogens,0.7716,Not ready biodegradable,0.6553,"3.3827 LD50, mol/kg",Not applicable,Weak inhibitor,0.7712,Inhibitor,0.5827
DB15984,0.00309 mg/mL,4.2,-5.1,,-6.2,0,2,0,43.37 Å2,2,98.37 m3·mol-1,40.68 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01466,0.835 mg/mL,1.7,-2.6,13.78,9.19,1,4,1,41.93 Å2,2,89.35 m3·mol-1,34.15 Å3,5,1,Yes,Yes,No,No,+,0.995,+,0.9981,+,0.7931,Substrate,0.8987,Inhibitor,0.682,Non-inhibitor,0.6396,Inhibitor,0.6561,Non-substrate,0.8039,Substrate,0.8919,Substrate,0.7344,Non-inhibitor,0.7851,Non-inhibitor,0.8693,Inhibitor,0.6878,Non-inhibitor,0.8318,Non-inhibitor,0.8273,Low CYP Inhibitory Promiscuity,0.5795,Non AMES toxic,0.8526,Non-carcinogens,0.9453,Not ready biodegradable,0.9962,"2.6192 LD50, mol/kg",Not applicable,Weak inhibitor,0.7839,Non-inhibitor,0.6518
DB15988,0.207 mg/mL,1.91,-3.1,19.21,9.04,1,3,1,55.4 Å2,8,73.28 m3·mol-1,29.24 Å3,1,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01470,0.0186 mg/mL,4.14,-4.3,,8.98,1,2,0,23.55 Å2,6,104.9 m3·mol-1,41.34 Å3,3,1,Yes,Yes,Yes,Yes,+,0.9877,+,0.9898,+,0.624,Substrate,0.6665,Inhibitor,0.665,Non-inhibitor,0.6481,Inhibitor,0.5291,Non-substrate,0.7737,Non-substrate,0.7648,Substrate,0.632,Non-inhibitor,0.7647,Non-inhibitor,0.756,Non-inhibitor,0.7472,Inhibitor,0.6574,Non-inhibitor,0.7862,High CYP Inhibitory Promiscuity,0.5135,Non AMES toxic,0.8402,Non-carcinogens,0.8713,Not ready biodegradable,0.9289,"2.9487 LD50, mol/kg",Not applicable,Weak inhibitor,0.9488,Inhibitor,0.6533
DB01471,0.0112 mg/mL,3.93,-4.4,18.8,-0.53,0,2,1,37.3 Å2,0,93.62 m3·mol-1,37.53 Å3,4,1,Yes,Yes,Yes,No,+,1.0,+,0.9774,+,0.8737,Substrate,0.6431,Inhibitor,0.5981,Non-inhibitor,0.732,Non-inhibitor,0.757,Non-substrate,0.8075,Non-substrate,0.8604,Substrate,0.7916,Non-inhibitor,0.8619,Non-inhibitor,0.8844,Non-inhibitor,0.951,Non-inhibitor,0.6629,Non-inhibitor,0.8713,Low CYP Inhibitory Promiscuity,0.8711,Non AMES toxic,0.9429,Non-carcinogens,0.9361,Not ready biodegradable,0.9494,"2.0516 LD50, mol/kg",Not applicable,Weak inhibitor,0.886,Non-inhibitor,0.7219
DB12915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06622,0.102 mg/mL,2.46,-3.5,18.3,-0.51,0,3,2,57.53 Å2,0,85.4 m3·mol-1,35.56 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB15999,0.0065 mg/mL,3.75,-4.8,12.61,-2.9,0,5,2,100.9 Å2,8,126.07 m3·mol-1,51.73 Å3,4,1,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB16001,0.000114 mg/mL,7.62,-6.6,18.52,-4.8,0,2,0,43.37 Å2,10,130.42 m3·mol-1,54.86 Å3,4,1,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01481,0.0128 mg/mL,3.41,-4.4,19.38,-0.88,0,2,1,37.3 Å2,0,84.7 m3·mol-1,33.91 Å3,4,1,Yes,Yes,Yes,No,+,1.0,+,0.9835,+,0.8943,Substrate,0.6036,Non-inhibitor,0.5133,Non-inhibitor,0.8114,Non-inhibitor,0.791,Non-substrate,0.7459,Non-substrate,0.9292,Substrate,0.7431,Non-inhibitor,0.7338,Non-inhibitor,0.9397,Non-inhibitor,0.9672,Non-inhibitor,0.8086,Non-inhibitor,0.8474,Low CYP Inhibitory Promiscuity,0.933,Non AMES toxic,0.9268,Non-carcinogens,0.9287,Not ready biodegradable,0.983,"2.0714 LD50, mol/kg",Not applicable,Weak inhibitor,0.9314,Non-inhibitor,0.6661
DB16002,0.000955 mg/mL,5.68,-5.6,18.52,-4.8,0,2,0,43.37 Å2,5,111.96 m3·mol-1,46.61 Å3,4,1,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB16003,0.000283 mg/mL,6.09,-6.2,18.52,-4.8,0,2,0,43.37 Å2,5,122.9 m3·mol-1,49.36 Å3,5,1,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01485,0.068 mg/mL,2.85,-3.6,9.28,-0.88,0,3,2,57.53 Å2,0,86.4 m3·mol-1,34.73 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01486,20.6 mg/mL,0.89,-0.87,13.9,9.37,1,2,2,46.25 Å2,2,44.91 m3·mol-1,16.88 Å3,1,1,Yes,No,No,No,+,0.9871,+,0.5843,+,0.7568,Non-substrate,0.7276,Non-inhibitor,0.9849,Non-inhibitor,0.9917,Non-inhibitor,0.9113,Non-substrate,0.8077,Non-substrate,0.8418,Non-substrate,0.8063,Non-inhibitor,0.9046,Non-inhibitor,0.9071,Non-inhibitor,0.9231,Non-inhibitor,0.9026,Non-inhibitor,0.9261,Low CYP Inhibitory Promiscuity,0.9096,Non AMES toxic,0.9132,Non-carcinogens,0.6929,Not ready biodegradable,0.6917,"2.0244 LD50, mol/kg",Not applicable,Weak inhibitor,0.9446,Non-inhibitor,0.937
DB08804,0.000157 mg/mL,7.32,-6.4,18.25,-4.7,0,2,0,43.37 Å2,10,125.94 m3·mol-1,53.64 Å3,4,1,No,No,No,Yes,+,1.0,+,0.97,+,0.6718,Substrate,0.6327,Inhibitor,0.8364,Inhibitor,0.5069,Non-inhibitor,0.7532,Non-substrate,0.8741,Non-substrate,0.9285,Substrate,0.72,Non-inhibitor,0.94,Non-inhibitor,0.8841,Non-inhibitor,0.9111,Non-inhibitor,0.5353,Non-inhibitor,0.7896,Low CYP Inhibitory Promiscuity,0.5493,Non AMES toxic,0.9431,Non-carcinogens,0.9215,Not ready biodegradable,0.9625,"1.8804 LD50, mol/kg",Not applicable,Weak inhibitor,0.8573,Non-inhibitor,0.7636
DB06645,0.0103 mg/mL,2.36,-4.7,12.7,8.34,1,5,3,114.77 Å2,9,157.07 m3·mol-1,61.1 Å3,4,1,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB08807,0.0016 mg/mL,4.67,-5.4,16.8,9.29,1,3,2,63.35 Å2,9,111.07 m3·mol-1,43.08 Å3,3,1,Yes,Yes,No,Yes,+,1.0,+,0.7031,+,0.5503,Substrate,0.6988,Inhibitor,0.558,Non-inhibitor,0.598,Non-inhibitor,0.7224,Non-substrate,0.8035,Substrate,0.5082,Non-substrate,0.5144,Inhibitor,0.7481,Non-inhibitor,0.6637,Non-inhibitor,0.6918,Inhibitor,0.5217,Non-inhibitor,0.5458,High CYP Inhibitory Promiscuity,0.9049,Non AMES toxic,0.8135,Non-carcinogens,0.9013,Not ready biodegradable,1.0,"2.7343 LD50, mol/kg",Not applicable,Weak inhibitor,0.9897,Non-inhibitor,0.63
DB01493,0.00086 mg/mL,4.69,-5.5,,-0.27,0,1,1,20.23 Å2,1,88.5 m3·mol-1,35.94 Å3,4,1,Yes,Yes,Yes,No,+,1.0,+,0.9876,+,0.8415,Substrate,0.6943,Inhibitor,0.5427,Non-inhibitor,0.8205,Non-inhibitor,0.7538,Non-substrate,0.8322,Non-substrate,0.9092,Substrate,0.7296,Non-inhibitor,0.8767,Non-inhibitor,0.8723,Non-inhibitor,0.9163,Non-inhibitor,0.6126,Non-inhibitor,0.7518,High CYP Inhibitory Promiscuity,0.5395,Non AMES toxic,0.9436,Non-carcinogens,0.9323,Not ready biodegradable,0.9786,"1.8534 LD50, mol/kg",Not applicable,Weak inhibitor,0.7664,Non-inhibitor,0.6561
DB12948,5.54 mg/mL,0.21,-1.5,8.32,-5.1,0,4,4,89.79 Å2,1,40.86 m3·mol-1,15.22 Å3,1,1,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01500,0.0883 mg/mL,2.55,-3.5,9.3,-0.88,0,3,2,57.53 Å2,0,81.92 m3·mol-1,33.23 Å3,4,1,Yes,Yes,No,No,+,1.0,+,0.8917,+,0.8787,Substrate,0.7659,Non-inhibitor,0.6765,Non-inhibitor,0.9144,Non-inhibitor,0.7515,Non-substrate,0.8165,Non-substrate,0.898,Substrate,0.7343,Non-inhibitor,0.853,Non-inhibitor,0.9185,Non-inhibitor,0.9418,Non-inhibitor,0.7704,Non-inhibitor,0.9217,Low CYP Inhibitory Promiscuity,0.8687,Non AMES toxic,0.8994,Non-carcinogens,0.9568,Not ready biodegradable,0.9674,"1.8869 LD50, mol/kg",Not applicable,Weak inhibitor,0.9582,Non-inhibitor,0.6257
DB06666,0.000467 mg/mL,5.98,-6,12.37,-3.1,0,2,1,54.34 Å2,3,133 m3·mol-1,49.25 Å3,5,1,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB12952,0.0587 mg/mL,1.95,-3.8,12.58,-3.3,0,5,2,91.67 Å2,2,102.12 m3·mol-1,40.27 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01503,0.0348 mg/mL,3,-3.9,17.5,-0.82,0,2,2,40.46 Å2,0,85.59 m3·mol-1,34.68 Å3,4,1,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01509,2.83 mg/mL,1.43,-1.8,,10.01,1,3,1,44.48 Å2,2,49.47 m3·mol-1,19.5 Å3,2,1,Yes,Yes,No,No,+,1.0,+,0.9668,+,0.6011,Non-substrate,0.7169,Non-inhibitor,0.9117,Non-inhibitor,0.9278,Non-inhibitor,0.801,Non-substrate,0.8661,Non-substrate,0.6198,Non-substrate,0.6464,Inhibitor,0.7625,Non-inhibitor,0.8247,Inhibitor,0.7713,Non-inhibitor,0.5475,Non-inhibitor,0.7028,High CYP Inhibitory Promiscuity,0.5,Non AMES toxic,0.6835,Non-carcinogens,0.8578,Ready biodegradable,0.6509,"2.4882 LD50, mol/kg",Not applicable,Weak inhibitor,0.9589,Non-inhibitor,0.9386
DB01510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
