DrugBank ID,Description,Kingdom,Super Class,Class,Sub Class,Direct Parent,Alternative Parents,Substituents,Molecular Framework,External Descriptors
DB00714,"This compound belongs to the class of organic compounds known as aporphines. These are quinoline alkaloids containing the dibenzo[de,g]quinoline ring system or a dehydrogenated derivative thereof.",Organic compounds,Alkaloids and derivatives,Aporphines,Not Available,Aporphines,"['Phenanthrenes and derivatives', 'Benzoquinolines', 'Naphthols and derivatives', 'Tetrahydroisoquinolines', 'Aralkylamines', '1-hydroxy-4-unsubstituted benzenoids', '1-hydroxy-2-unsubstituted benzenoids', 'Trialkylamines', 'Azacyclic compounds', 'Organopnictogen compounds', 'Organooxygen compounds', 'Hydrocarbon derivatives']","['1-hydroxy-2-unsubstituted benzenoid', '1-hydroxy-4-unsubstituted benzenoid', '1-naphthol', '2-naphthol', 'Amine', 'Aporphine', 'Aralkylamine', 'Aromatic heteropolycyclic compound', 'Azacycle', 'Benzenoid', 'Benzoquinoline', 'Hydrocarbon derivative', 'Naphthalene', 'Organic nitrogen compound', 'Organic oxygen compound', 'Organoheterocyclic compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Phenanthrene', 'Quinoline', 'Tertiary aliphatic amine', 'Tertiary amine', 'Tetrahydroisoquinoline']",Aromatic heteropolycyclic compounds,"isoquinoline alkaloid, isoquinolines (CHEBI:48538)"
DB12078,This compound belongs to the class of organic compounds known as trifluoromethylbenzenes. These are organofluorine compounds that contain a benzene ring substituted with one or more trifluoromethyl groups.,Organic compounds,Benzenoids,Benzene and substituted derivatives,Trifluoromethylbenzenes,Trifluoromethylbenzenes,"['Anilides', 'Phenoxy compounds', 'Phenol ethers', 'N-arylamides', 'Benzonitriles', 'Alkyl aryl ethers', 'Tertiary alcohols', 'Secondary carboxylic acid amides', 'Nitriles', 'Organopnictogen compounds', 'Organofluorides', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds', 'Alkyl fluorides']","['Alcohol', 'Alkyl aryl ether', 'Alkyl fluoride', 'Alkyl halide', 'Anilide', 'Aromatic homomonocyclic compound', 'Benzonitrile', 'Carbonitrile', 'Carbonyl group', 'Carboxamide group', 'Carboxylic acid derivative', 'Ether', 'Hydrocarbon derivative', 'N-arylamide', 'Nitrile', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organofluoride', 'Organohalogen compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Phenol ether', 'Phenoxy compound', 'Secondary carboxylic acid amide', 'Tertiary alcohol', 'Trifluoromethylbenzene']",Aromatic homomonocyclic compounds,Not Available
DB12097,"This compound belongs to the class of organic compounds known as organosulfonic acid esters. These are esters of sulfonic acid, which have the general structure RS(=O)2OR' (R,R' = organyl, not H).",Organic compounds,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,Organosulfonic acid esters,"['Sulfonic acid esters', 'Monosaccharides', 'Sulfonyls', 'Methanesulfonates', 'Secondary alcohols', 'Polyols', 'Organic oxides', 'Hydrocarbon derivatives']","['Alcohol', 'Aliphatic acyclic compound', 'Hydrocarbon derivative', 'Methanesulfonate', 'Monosaccharide', 'Organic oxide', 'Organic oxygen compound', 'Organooxygen compound', 'Organosulfonic acid ester', 'Organosulfur compound']",Aliphatic acyclic compounds,Not Available
DB00741,This compound belongs to the class of organic compounds known as 21-hydroxysteroids. These are steroids carrying a hydroxyl group at the 21-position of the steroid backbone.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,21-hydroxysteroids,"['Gluco/mineralocorticoids, progestogins and derivatives', '20-oxosteroids', '3-oxo delta-4-steroids', '17-hydroxysteroids', '11-beta-hydroxysteroids', 'Delta-4-steroids', 'Cyclohexenones', 'Tertiary alcohols', 'Alpha-hydroxy ketones', 'Secondary alcohols', 'Cyclic alcohols and derivatives', 'Primary alcohols', 'Organic oxides', 'Hydrocarbon derivatives']","['11-beta-hydroxysteroid', '11-hydroxysteroid', '17-hydroxysteroid', '20-oxosteroid', '21-hydroxysteroid', '3-oxo-delta-4-steroid', '3-oxosteroid', 'Alcohol', 'Aliphatic homopolycyclic compound', 'Alpha-hydroxy ketone', 'Carbonyl group', 'Cyclic alcohol', 'Cyclic ketone', 'Cyclohexenone', 'Delta-4-steroid', 'Hydrocarbon derivative', 'Ketone', 'Organic oxide', 'Organic oxygen compound', 'Organooxygen compound', 'Oxosteroid', 'Pregnane-skeleton', 'Primary alcohol', 'Progestogin-skeleton', 'Secondary alcohol', 'Tertiary alcohol']",Aliphatic homopolycyclic compounds,"3-oxo steroid, 11beta-hydroxy steroid, 17alpha-hydroxy steroid, glucocorticoid, 20-oxo steroid, 21-hydroxy steroid, C21-steroid (CHEBI:17650)  / Pregnane and derivatives [Fig], Glucocorticoids, C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives (C00735)  / C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives (LMST02030001)"
DB00742,"This compound belongs to the class of organic compounds known as sugar alcohols. These are hydrogenated forms of carbohydrate in which the carbonyl group (aldehyde or ketone, reducing sugar) has been reduced to a primary or secondary hydroxyl group.",Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar alcohols,"['Monosaccharides', 'Secondary alcohols', 'Polyols', 'Primary alcohols', 'Hydrocarbon derivatives']","['Alcohol', 'Aliphatic acyclic compound', 'Hydrocarbon derivative', 'Monosaccharide', 'Polyol', 'Primary alcohol', 'Secondary alcohol', 'Sugar alcohol']",Aliphatic acyclic compounds,mannitol (CHEBI:16899)
DB00745,"This compound belongs to the class of organic compounds known as diphenylmethanes. These are compounds containing a diphenylmethane moiety, which consists of a methane wherein two hydrogen atoms are replaced by two phenyl groups.",Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes,"['Benzyl alkyl sulfoxides', 'Sulfoxides', 'Primary carboxylic acid amides', 'Sulfinyl compounds', 'Organopnictogen compounds', 'Organonitrogen compounds', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds']","['Aromatic homomonocyclic compound', 'Benzyl alkyl sulfoxide', 'Benzyl sulfoxide', 'Carbonyl group', 'Carboxamide group', 'Carboxylic acid derivative', 'Diphenylmethane', 'Hydrocarbon derivative', 'Organic nitrogen compound', 'Organic oxide']",Aromatic homomonocyclic compounds,"monocarboxylic acid amide, sulfoxide (CHEBI:77585)"
DB14823,,,,,,,,,,
DB00764,"This compound belongs to the class of organic compounds known as gluco/mineralocorticoids, progestogins and derivatives. These are steroids with a structure based on a hydroxylated prostane moiety.",Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives","['20-oxosteroids', '11-beta-hydroxysteroids', '17-hydroxysteroids', 'Halogenated steroids', '3-oxo delta-1,4-steroids', 'Delta-1,4-steroids', 'Tertiary alcohols', 'Alpha-hydroxy ketones', 'Alpha-chloroketones', 'Secondary alcohols', 'Cyclic ketones', 'Cyclic alcohols and derivatives', 'Chlorohydrins', 'Alkyl chlorides', 'Hydrocarbon derivatives', 'Organic oxides', 'Organochlorides']","['11-beta-hydroxysteroid', '11-hydroxysteroid', '17-hydroxysteroid', '20-oxosteroid', '3-oxo-delta-1,4-steroid', '3-oxosteroid', '9-halo-steroid', 'Alcohol', 'Aliphatic homopolycyclic compound', 'Alkyl chloride', 'Alkyl halide', 'Alpha-chloroketone', 'Alpha-haloketone', 'Alpha-hydroxy ketone', 'Carbonyl group', 'Chlorohydrin', 'Cyclic alcohol', 'Cyclic ketone', 'Delta-1,4-steroid', 'Halo-steroid', 'Halohydrin', 'Hydrocarbon derivative', 'Hydroxysteroid', 'Ketone', 'Organic oxide', 'Organic oxygen compound', 'Organochloride', 'Organohalogen compound', 'Organooxygen compound', 'Oxosteroid', 'Progestogin-skeleton', 'Secondary alcohol', 'Tertiary alcohol']",Aliphatic homopolycyclic compounds,"11beta-hydroxy steroid, 17alpha-hydroxy steroid, 20-oxo steroid, 3-oxo-Delta(1),Delta(4)-steroid, chlorinated steroid (CHEBI:6970)"
DB12134,This compound belongs to the class of organic compounds known as pyranopyridines. These are polycyclic aromatic compounds containing a pyran ring fused to a pyridine ring.,Organic compounds,Organoheterocyclic compounds,Pyranopyridines,Not Available,Pyranopyridines,"['Pyridopyrazines', 'Imidazopyridines', 'Imidazopyrazines', '2-pyridylmethylamines', 'Pyridinones', 'Alkyl aryl ethers', 'Aminopiperidines', 'Aralkylamines', 'Pyrazines', 'Heteroaromatic compounds', 'Azoles', 'Trialkylamines', 'Lactams', 'Oxacyclic compounds', 'Dialkylamines', 'Azacyclic compounds', 'Organic oxides', 'Hydrocarbon derivatives']","['2-pyridylmethylamine', '4-aminopiperidine', 'Alkyl aryl ether', 'Amine', 'Aralkylamine', 'Aromatic heteropolycyclic compound', 'Azacycle', 'Azole', 'Ether', 'Heteroaromatic compound', 'Hydrocarbon derivative', 'Imidazopyrazine', 'Imidazopyridine', 'Lactam', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organonitrogen compound', 'Organooxygen compound', 'Oxacycle', 'Piperidine', 'Pyranopyridine', 'Pyrazine', 'Pyridine', 'Pyridinone', 'Pyridopyrazine', 'Secondary aliphatic amine', 'Secondary amine', 'Tertiary aliphatic amine', 'Tertiary amine']",Aromatic heteropolycyclic compounds,Not Available
DB02998,This compound belongs to the class of organic compounds known as estrogens and derivatives. These are steroids with a structure containing a 3-hydroxylated estrane.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Estrogens and derivatives,"['3-oxosteroids', '17-hydroxysteroids', 'Cyclohexenones', 'Tertiary alcohols', 'Cyclic alcohols and derivatives', 'Organic oxides', 'Hydrocarbon derivatives']","['17-hydroxysteroid', '3-oxosteroid', 'Alcohol', 'Aliphatic homopolycyclic compound', 'Carbonyl group', 'Cyclic alcohol', 'Cyclic ketone', 'Cyclohexenone', 'Estrogen-skeleton', 'Hydrocarbon derivative']",Aliphatic homopolycyclic compounds,"3-oxo steroid, 17beta-hydroxy steroid, anabolic androgenic steroid (CHEBI:379896)  / Estrane and derivatives (C14257)"
DB03026,This compound belongs to the class of organic compounds known as monoalkyl phosphates. These are organic compounds containing a phosphate group that is linked to exactly one alkyl chain.,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Monoalkyl phosphates,"['Organopnictogen compounds', 'Organooxygen compounds', 'Organonitrogen compounds', 'Organic oxides', 'Hydrocarbon derivatives']","['Aliphatic acyclic compound', 'Hydrocarbon derivative', 'Monoalkyl phosphate', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound']",Aliphatic acyclic compounds,"hydroxamic acid, amidoalkyl phosphate (CHEBI:28475)"
DB14923,,,,,,,,,,
DB00808,This compound belongs to the class of organic compounds known as benzenesulfonamides. These are organic compounds containing a sulfonamide group that is S-linked to a benzene ring.,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides,"['4-halobenzoic acids and derivatives', 'Benzenesulfonyl compounds', 'Indoles and derivatives', 'Benzoyl derivatives', 'Chlorobenzenes', 'Organosulfonamides', 'Aryl chlorides', 'Aminosulfonyl compounds', 'Carboxylic acid hydrazides', 'Azacyclic compounds', 'Hydrocarbon derivatives', 'Organic oxides', 'Organochlorides', 'Organonitrogen compounds', 'Organooxygen compounds', 'Organopnictogen compounds']","['4-halobenzoic acid or derivatives', 'Aminosulfonyl compound', 'Aromatic heteropolycyclic compound', 'Aryl chloride', 'Aryl halide', 'Azacycle', 'Benzenesulfonamide', 'Benzenesulfonyl group', 'Benzoic acid or derivatives', 'Benzoyl', 'Carboxylic acid derivative', 'Carboxylic acid hydrazide', 'Chlorobenzene', 'Halobenzene', 'Halobenzoic acid or derivatives', 'Hydrocarbon derivative', 'Indole or derivatives', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organic sulfonic acid or derivatives', 'Organochloride', 'Organohalogen compound', 'Organoheterocyclic compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Organosulfonic acid amide', 'Organosulfonic acid or derivatives', 'Organosulfur compound', 'Sulfonyl']",Aromatic heteropolycyclic compounds,"sulfonamide, organochlorine compound, indoles (CHEBI:5893)"
DB00813,"This compound belongs to the class of organic compounds known as fentanyls. These are compounds containing the fentanyl moiety or a derivative, which is based on a N-(1-(2-phenylethyl)-4-piperidinyl)-N-phenylpropanamide skeleton.",Organic compounds,Organoheterocyclic compounds,Piperidines,Fentanyls,Fentanyls,"['Phenethylamines', 'Anilides', 'Aralkylamines', 'Tertiary carboxylic acid amides', 'Trialkylamines', 'Amino acids and derivatives', 'Azacyclic compounds', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds']","['Amine', 'Amino acid or derivatives', 'Anilide', 'Aralkylamine', 'Aromatic heteromonocyclic compound', 'Azacycle', 'Benzenoid', 'Carbonyl group', 'Carboxamide group', 'Carboxylic acid derivative', 'Fentanyl', 'Hydrocarbon derivative', 'Monocyclic benzene moiety', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Phenethylamine', 'Tertiary aliphatic amine', 'Tertiary amine', 'Tertiary carboxylic acid amide']",Aromatic heteromonocyclic compounds,"piperidines, monocarboxylic acid amide, anilide (CHEBI:119915)"
DB05394,,,,,,,,,,
DB00819,This compound belongs to the class of organic compounds known as thiadiazole sulfonamides. These are heterocyclic compounds containing a thiazole ring substituted by at least one sulfonamide group.,Organic compounds,Organoheterocyclic compounds,Azoles,Thiadiazoles,Thiadiazole sulfonamides,"['N-acetylarylamines', 'Organosulfonamides', 'Heteroaromatic compounds', 'Aminosulfonyl compounds', 'Acetamides', 'Secondary carboxylic acid amides', 'Azacyclic compounds', 'Organopnictogen compounds', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds']","['1,3,4-thiadiazole-2-sulfonamide', 'Acetamide', 'Aminosulfonyl compound', 'Aromatic heteromonocyclic compound', 'Azacycle', 'Carbonyl group', 'Carboxamide group', 'Carboxylic acid derivative', 'Heteroaromatic compound', 'Hydrocarbon derivative', 'N-acetylarylamine', 'N-arylamide', 'Organic nitrogen compound', 'Organic oxide', 'Organic oxygen compound', 'Organic sulfonic acid or derivatives', 'Organonitrogen compound', 'Organooxygen compound', 'Organopnictogen compound', 'Organosulfonic acid amide', 'Organosulfonic acid or derivatives', 'Organosulfur compound', 'Secondary carboxylic acid amide', 'Sulfonyl']",Aromatic heteromonocyclic compounds,"monocarboxylic acid amide, sulfonamide, thiadiazoles (CHEBI:27690)  / a small molecule (CPD0-1626)"
DB00830,This compound belongs to the class of organic compounds known as phenylmorpholines. These are aromatic compounds containing a morpholine ring and a benzene ring linked to each other through a CC or a CN bond.,Organic compounds,Organoheterocyclic compounds,Oxazinanes,Morpholines,Phenylmorpholines,"['Aralkylamines', 'Benzene and substituted derivatives', 'Oxacyclic compounds', 'Dialkylamines', 'Dialkyl ethers', 'Azacyclic compounds', 'Organopnictogen compounds', 'Hydrocarbon derivatives']","['Amine', 'Aralkylamine', 'Aromatic heteromonocyclic compound', 'Azacycle', 'Benzenoid', 'Dialkyl ether', 'Ether', 'Hydrocarbon derivative', 'Monocyclic benzene moiety', 'Organic nitrogen compound']",Aromatic heteromonocyclic compounds,morpholines (CHEBI:8067)
DB12221,This compound belongs to the class of organic compounds known as steroid lactones. These are sterol lipids containing a lactone moiety linked to the steroid skeleton.,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones,Steroid lactones,"['3-oxosteroids', 'Cyclohexenones', 'Gamma butyrolactones', 'Tetrahydrofurans', 'Carboxylic acid esters', 'Oxacyclic compounds', 'Monocarboxylic acids and derivatives', 'Organic oxides', 'Hydrocarbon derivatives']","['3-oxosteroid', 'Aliphatic heteropolycyclic compound', 'Carbonyl group', 'Carboxylic acid derivative', 'Carboxylic acid ester', 'Cyclic ketone', 'Cyclohexenone', 'Gamma butyrolactone', 'Hydrocarbon derivative', 'Ketone']",Aliphatic heteropolycyclic compounds,Not Available
DB00852,This compound belongs to the class of organic compounds known as phenylpropanes. These are organic compounds containing a phenylpropane moiety.,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Phenylpropanes,"['Aralkylamines', 'Secondary alcohols', '1,2-aminoalcohols', 'Dialkylamines', 'Organopnictogen compounds', 'Hydrocarbon derivatives', 'Aromatic alcohols']","['1,2-aminoalcohol', 'Alcohol', 'Amine', 'Aralkylamine', 'Aromatic alcohol', 'Aromatic homomonocyclic compound', 'Hydrocarbon derivative', 'Organic nitrogen compound', 'Organic oxygen compound', 'Organonitrogen compound']",Aromatic homomonocyclic compounds,"secondary alcohol, secondary amine (CHEBI:51209)  / Phenylalanine derived alkaloids (C02765)"
DB03085,This compound belongs to the class of organic compounds known as alpha hydroxy acids and derivatives. These are organic compounds containing a carboxylic acid substituted with a hydroxyl group on the adjacent carbon.,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,"['Monocarboxylic acids and derivatives', 'Carboxylic acids', 'Primary alcohols', 'Organic oxides', 'Hydrocarbon derivatives', 'Carbonyl compounds']","['Alcohol', 'Aliphatic acyclic compound', 'Alpha-hydroxy acid', 'Carbonyl group', 'Carboxylic acid', 'Carboxylic acid derivative', 'Hydrocarbon derivative', 'Monocarboxylic acid or derivatives', 'Organic oxide', 'Organic oxygen compound']",Aliphatic acyclic compounds,"primary alcohol, 2-hydroxy monocarboxylic acid (CHEBI:17497)"
